λ,T,Optical Density
1206,3.12914e-06,5.50458
1205,3.22116e-06,5.49199
1204,2.51146e-06,5.60007
1203,3.06114e-06,5.51412
1202,2.65617e-06,5.57574
1201,2.37468e-06,5.6244
1200,3.01972e-06,5.52003
1199,2.88147e-07,6.54039
1198,1.4984199999999998e-06,5.82437
1197,2.34285e-06,5.63026
1196,1.53755e-06,5.81317
1195,2.2781e-06,5.64243
1194,2.66763e-06,5.57387
1193,1.80292e-06,5.74402
1192,2.5655399999999997e-06,5.59082
1191,2.68509e-06,5.57104
1190,2.865e-06,5.54288
1189,2.56977e-06,5.59011
1188,3.2907200000000002e-06,5.48271
1187,2.24461e-06,5.64886
1186,2.11684e-06,5.67431
1185,2.39648e-06,5.62043
1184,1.92049e-06,5.71659
1183,2.97746e-06,5.52615
1182,2.85461e-06,5.54445
1181,3.39413e-06,5.46927
1180,3.3327600000000003e-06,5.4772
1179,3.07809e-06,5.51172
1178,3.00176e-06,5.52262
1177,2.67687e-06,5.57237
1176,2.5651299999999998e-06,5.59089
1175,2.40757e-06,5.61842
1174,3.2519800000000002e-06,5.48785
1173,3.93055e-06,5.40555
1172,3.48957e-06,5.45723
1171,3.2807399999999996e-06,5.48403
1170,2.5843699999999998e-06,5.58764
1169,3.7565999999999997e-06,5.4252
1168,2.99276e-06,5.52393
1167,2.80434e-06,5.55217
1166,2.42512e-06,5.61527
1165,2.67966e-06,5.57192
1164,2.85025e-06,5.54512
1163,1.7878699999999999e-06,5.74766
1162,2.8830099999999996e-06,5.54015
1161,2.84242e-06,5.54631
1160,2.9631599999999996e-06,5.52825
1159,2.85379e-06,5.54458
1158,2.31611e-06,5.63524
1157,3.14252e-06,5.50272
1156,3.4515799999999996e-06,5.46198
1155,2.8882700000000004e-06,5.53936
1154,3.08691e-06,5.51048
1153,2.83339e-06,5.54769
1152,2.9466300000000003e-06,5.53067
1151,3.80883e-06,5.41921
1150,2.28254e-06,5.64158
1149,2.25508e-06,5.64684
1148,2.4847200000000002e-06,5.60472
1147,2.36292e-06,5.62655
1146,3.0001399999999997e-06,5.52286
1145,1.52194e-06,5.8176
1144,3.35238e-06,5.47465
1143,1.8186999999999998e-06,5.74024
1142,3.1977e-06,5.49516
1141,2.14496e-06,5.66858
1140,1.6742999999999998e-06,5.77617
1139,2.40446e-06,5.61898
1138,2.79041e-06,5.55433
1137,2.55438e-06,5.59271
1136,2.52251e-06,5.59817
1135,2.92003e-06,5.53461
1134,3.98292e-06,5.3998
1133,2.22758e-06,5.65217
1132,2.58831e-06,5.58698
1131,3.11589e-06,5.50642
1130,3.08923e-06,5.51015
1129,2.5724500000000002e-06,5.58965
1128,3.05539e-06,5.51493
1127,3.5346e-06,5.45166
1126,2.70348e-06,5.56808
1125,2.8916100000000003e-06,5.53886
1124,2.9135800000000002e-06,5.53557
1123,3.31695e-06,5.47926
1122,2.5580699999999997e-06,5.59209
1121,2.70874e-06,5.56723
1120,2.67141e-06,5.57326
1119,3.17217e-06,5.49864
1118,2.5550200000000002e-06,5.59261
1117,2.75878e-06,5.55928
1116,3.5605499999999997e-06,5.44848
1115,2.35092e-06,5.62876
1114,3.4822e-06,5.45815
1113,3.4075499999999997e-06,5.46756
1112,2.8037e-06,5.55227
1111,2.8275700000000003e-06,5.54859
1110,2.34551e-06,5.62976
1109,3.82659e-06,5.41719
1108,2.3317e-06,5.63233
1107,2.7837100000000004e-06,5.55538
1106,3.33928e-06,5.47635
1105,1.92769e-06,5.71496
1104,3.95722e-06,5.40261
1103,1.3242199999999999e-06,5.87804
1102,3.0215899999999997e-06,5.51977
1101,2.9672299999999997e-06,5.52765
1100,2.46749e-06,5.60774
1099,3.1521099999999997e-06,5.5014
1098,3.2003100000000004e-06,5.49481
1097,2.74736e-06,5.56108
1096,2.91338e-06,5.5356
1095,2.45001e-06,5.61083
1094,2.10762e-06,5.67621
1093,3.3327900000000002e-06,5.47719
1092,3.6493799999999996e-06,5.43778
1091,3.8529200000000005e-06,5.41421
1090,3.31313e-06,5.47976
1089,2.21434e-06,5.65476
1088,3.13279e-06,5.50407
1087,2.76352e-06,5.55854
1086,3.0452799999999998e-06,5.51637
1085,2.03541e-06,5.69135
1084,2.54765e-06,5.59386
1083,2.3568e-06,5.62768
1082,2.16e-06,5.66555
1081,2.49642e-06,5.60268
1080,2.7232100000000003e-06,5.56492
1079,2.5737600000000004e-06,5.58943
1078,2.5234999999999996e-06,5.598
1077,1.99843e-06,5.69931
1076,3.15787e-06,5.50061
1075,2.4798000000000004e-06,5.60558
1074,3.01182e-06,5.52117
1073,2.6835500000000003e-06,5.57129
1072,2.61628e-06,5.58232
1071,2.5944e-06,5.58596
1070,3.00593e-06,5.52202
1069,2.5802099999999997e-06,5.58835
1068,2.60776e-06,5.58373
1067,2.83003e-06,5.54821
1066,2.5076999999999997e-06,5.60072
1065,2.17738e-06,5.66207
1064,1.9698299999999997e-06,5.70557
1063,2.9203299999999998e-06,5.53457
1062,2.6790400000000004e-06,5.57202
1061,2.42591e-06,5.61513
1060,2.19218e-06,5.65912
1059,3.55261e-06,5.44945
1058,3.0356699999999996e-06,5.51774
1057,3.1055299999999997e-06,5.50786
1056,2.79874e-06,5.55304
1055,2.93951e-06,5.53173
1054,3.0252399999999997e-06,5.51924
1053,2.60604e-06,5.58402
1052,2.76484e-06,5.55833
1051,3.75897e-06,5.42493
1050,2.9010899999999998e-06,5.53744
1049,2.46604e-06,5.608
1048,3.07965e-06,5.5115
1047,1.09568e-06,5.96032
1046,2.5573799999999997e-06,5.59221
1045,2.5816400000000002e-06,5.5881
1044,2.07989e-06,5.68196
1043,3.33151e-06,5.47736
1042,2.60411e-06,5.58434
1041,2.5077500000000003e-06,5.60072
1040,3.72265e-06,5.42915
1039,3.27195e-06,5.48519
1038,2.71226e-06,5.56667
1037,3.21829e-06,5.49237
1036,1.49268e-06,5.82603
1035,3.1186700000000003e-06,5.50603
1034,2.62658e-06,5.58061
1033,3.0018299999999998e-06,5.52261
1032,3.02603e-06,5.51913
1031,1.89451e-06,5.7225
1030,2.2439599999999998e-06,5.64898
1029,3.0186500000000003e-06,5.52019
1028,3.74618e-06,5.42641
1027,3.07046e-06,5.5128
1026,3.09051e-06,5.50997
1025,4.3306e-06,5.36345
1024,3.2140100000000003e-06,5.49295
1023,2.65929e-06,5.57523
1022,2.31515e-06,5.63542
1021,3.32189e-06,5.47862
1020,2.7061899999999997e-06,5.56764
1019,2.03505e-06,5.69143
1018,2.89355e-06,5.53857
1017,2.66028e-06,5.57507
1016,2.98412e-06,5.52518
1015,2.9817500000000003e-06,5.52553
1014,2.51767e-06,5.599
1013,3.3345400000000003e-06,5.47696
1012,2.78159e-06,5.55571
1011,3.40223e-06,5.46824
1010,2.99663e-06,5.52337
1009,3.02949e-06,5.51863
1008,2.22881e-06,5.65193
1007,3.1458799999999997e-06,5.50226
1006,3.14421e-06,5.50249
1005,2.19777e-06,5.65802
1004,3.0980899999999998e-06,5.50891
1003,3.18975e-06,5.49624
1002,3.22263e-06,5.49179
1001,3.67934e-06,5.43423
1000,4.3965e-06,5.35689
999,2.9585800000000002e-06,5.52892
998,3.50952e-06,5.45475
997,3.0679699999999997e-06,5.51315
996,3.39186e-06,5.46956
995,3.2520900000000003e-06,5.48784
994,3.69233e-06,5.4327
993,2.63182e-06,5.57974
992,2.1489e-06,5.66778
991,2.9369500000000003e-06,5.5321
990,2.65975e-06,5.57516
989,2.41203e-06,5.61762
988,2.43347e-06,5.61377
987,2.7935900000000004e-06,5.55384
986,2.6907199999999996e-06,5.57013
985,1.82511e-06,5.73871
984,2.45064e-06,5.61072
983,2.65593e-06,5.57578
982,2.85538e-06,5.54434
981,2.3297699999999997e-06,5.63269
980,2.6465100000000003e-06,5.57733
979,3.0236500000000003e-06,5.51947
978,3.39937e-06,5.4686
977,2.97143e-06,5.52703
976,2.69845e-06,5.56889
975,2.68288e-06,5.5714
974,3.20423e-06,5.49428
973,3.16965e-06,5.49899
972,2.56431e-06,5.59103
971,2.70839e-06,5.56729
970,2.02803e-06,5.69293
969,3.1348e-06,5.50379
968,2.48956e-06,5.60388
967,3.60891e-06,5.44262
966,3.5344e-06,5.45168
965,3.29684e-06,5.4819
964,3.2236999999999997e-06,5.49165
963,3.3903999999999998e-06,5.46975
962,2.6085499999999998e-06,5.5836
961,2.7984e-06,5.55309
960,2.67982e-06,5.57189
959,2.9825000000000002e-06,5.52542
958,3.3657099999999997e-06,5.47292
957,2.41096e-06,5.61781
956,2.03275e-06,5.69192
955,2.05451e-06,5.68729
954,3.03117e-06,5.51839
953,2.13622e-06,5.67035
952,2.77104e-06,5.55736
951,1.87581e-06,5.72681
950,2.77694e-06,5.55643
949,2.91853e-06,5.53484
948,3.54559e-06,5.45031
947,2.94713e-06,5.5306
946,2.74843e-06,5.56092
945,3.23296e-06,5.4904
944,4.45539e-06,5.35111
943,2.09458e-06,5.6789
942,3.74477e-06,5.42657
941,3.57882e-06,5.44626
940,3.75332e-06,5.42558
939,2.78306e-06,5.55548
938,2.39505e-06,5.62069
937,3.26712e-06,5.48583
936,2.9530399999999998e-06,5.52973
935,3.3673099999999998e-06,5.47272
934,2.0936800000000003e-06,5.67909
933,2.6856200000000003e-06,5.57096
932,2.79158e-06,5.55415
931,2.41417e-06,5.61723
930,2.15995e-06,5.66556
929,2.12387e-06,5.67287
928,2.8941600000000003e-06,5.53848
927,2.32128e-06,5.63427
926,2.96044e-06,5.52864
925,2.6687100000000002e-06,5.5737
924,3.17915e-06,5.49769
923,2.93667e-06,5.53214
922,3.7978699999999997e-06,5.42046
921,2.74345e-06,5.5617
920,2.5253299999999998e-06,5.59768
919,3.32348e-06,5.47841
918,1.93224e-06,5.71394
917,3.3978699999999997e-06,5.46879
916,2.88152e-06,5.54038
915,2.6529199999999998e-06,5.57628
914,3.14024e-06,5.50304
913,2.35484e-06,5.62804
912,2.8647900000000002e-06,5.54291
911,2.89589e-06,5.53822
910,2.91787e-06,5.53493
909,2.8339e-06,5.54762
908,1.09467e-06,5.96071
907,3.87995e-06,5.41117
906,2.378e-06,5.62379
905,2.5966e-06,5.5856
904,2.97843e-06,5.52601
903,2.33572e-06,5.63158
902,2.86911e-06,5.54225
901,3.4727899999999997e-06,5.45932
900,3.0398499999999998e-06,5.51715
899,2.5705500000000003e-06,5.58997
898,1.96555e-06,5.70652
897,1.91454e-06,5.71794
896,2.4978100000000003e-06,5.60244
895,3.5561399999999995e-06,5.44902
894,3.2574600000000003e-06,5.48712
893,2.53887e-06,5.59536
892,2.85587e-06,5.54426
891,4.11693e-06,5.38543
890,2.83353e-06,5.54767
889,3.15016e-06,5.50167
888,2.34006e-06,5.63077
887,2.83713e-06,5.54712
886,3.8372e-06,5.41599
885,1.3056999999999998e-06,5.88416
884,3.92332e-06,5.40635
883,1.82103e-06,5.73968
882,2.92703e-06,5.53357
881,3.25782e-06,5.48707
880,2.4907800000000002e-06,5.60366
879,2.69486e-06,5.56946
878,3.4592500000000004e-06,5.46102
877,1.91994e-06,5.71671
876,3.9339699999999995e-06,5.40517
875,2.86915e-06,5.54225
874,2.656e-06,5.57577
873,3.24199e-06,5.48919
872,3.56595e-06,5.44783
871,2.98395e-06,5.52521
870,4.73181e-06,5.32497
869,3.54918e-06,5.44987
868,3.77675e-06,5.42288
867,4.16244e-06,5.38065
866,5.1544e-06,5.28782
865,3.52923e-06,5.45232
864,4.88176e-06,5.31142
863,4.21755e-06,5.37494
862,4.43877e-06,5.35274
861,5.007259999999999e-06,5.3004
860,6.00828e-06,5.22125
859,5.907529999999999e-06,5.22859
858,5.20147e-06,5.28387
857,6.7386e-06,5.17143
856,6.578359999999999e-06,5.18188
855,7.57322e-06,5.12072
854,6.6946499999999995e-06,5.17427
853,9.249440000000001e-06,5.03388
852,8.72321e-06,5.05932
851,7.78476e-06,5.10875
850,7.60628e-06,5.11883
849,8.947719999999999e-06,5.04829
848,1.08e-05,4.96726
847,8.32112e-06,5.07982
846,9.04745e-06,5.04347
845,8.99591e-06,5.04595
844,1.18e-05,4.92724
843,1.3500000000000001e-05,4.86894
842,1.12e-05,4.94969
841,8.99095e-06,5.04619
840,9.796900000000001e-06,5.00891
839,1.21e-05,4.91717
838,1.14e-05,4.94363
837,9.5807e-06,5.0186
836,1.1000000000000001e-05,4.96056
835,1.0300000000000001e-05,4.9882
834,1.4499999999999998e-05,4.83871
833,1.05e-05,4.97935
832,1.1299999999999999e-05,4.94683
831,1.22e-05,4.91324
830,1.2800000000000001e-05,4.8929
829,1.4400000000000001e-05,4.842
828,1.37e-05,4.8624
827,1.2600000000000001e-05,4.89934
826,1.5399999999999998e-05,4.8138
825,1.37e-05,4.86281
824,1.5e-05,4.82532
823,1.69e-05,4.77159
822,1.3899999999999999e-05,4.85593
821,1.4400000000000001e-05,4.8426
820,1.25e-05,4.90227
819,1.74e-05,4.75887
818,1.91e-05,4.71813
817,1.63e-05,4.78741
816,1.42e-05,4.84704
815,1.9e-05,4.72208
814,1.69e-05,4.77298
813,1.64e-05,4.78632
812,1.52e-05,4.81746
811,1.7500000000000002e-05,4.75774
810,2e-05,4.69956
809,1.88e-05,4.72593
808,2.15e-05,4.66681
807,1.74e-05,4.75966
806,2e-05,4.69861
805,2.09e-05,4.6807
804,2.19e-05,4.66018
803,2.6e-05,4.58491
802,2.15e-05,4.6672
801,2.47e-05,4.60702
800,2.15e-05,4.66673
799,1.8974000000000002e-08,7.72184
798,1.30946e-07,6.88291
797,5.60803e-08,7.25119
796,1.1016700000000001e-07,6.95795
795,4.14456e-08,7.38252
794,1.07073e-07,6.97032
793,2.99214e-08,7.52402
792,1.09778e-08,7.95948
791,8.15825e-08,7.0884
790,1.90081e-08,7.72106
789,1.56479e-07,6.80554
788,3.7952e-08,7.42077
787,1.94006e-08,7.71218
786,1.0522499999999999e-07,6.97788
785,8.84363e-08,7.05337
784,1.8296e-07,6.73764
783,1.09787e-07,6.95945
782,1.6133699999999998e-08,7.79227
781,1.61331e-08,7.79228
780,5.3082000000000005e-08,7.27505
779,1.64344e-07,6.78425
778,3.32305e-08,7.47846
777,6.72472e-08,7.17233
776,7.20418e-09,8.14242
775,8.893160000000001e-08,7.05094
774,5.2731900000000005e-09,8.27793
773,5.15998e-08,7.28735
772,4.34403e-08,7.36211
771,1.54298e-09,8.81164
770,1.97937e-07,6.70347
769,8.10701e-09,8.09114
768,9.59306e-09,8.01804
767,2.11606e-08,7.67447
766,8.49669e-08,7.07075
765,9.20216e-08,7.03611
764,6.38564e-08,7.1948
763,3.26379e-08,7.48628
762,5.506410000000001e-09,8.25913
761,8.13338e-09,8.08973
760,1.45088e-07,6.83837
759,8.24059e-08,7.08404
758,1.1278699999999999e-07,6.94774
757,7.08679e-09,8.14955
756,1.0154599999999999e-07,6.99334
755,2.29445e-08,7.63932
754,4.9009e-08,7.30972
753,5.9299800000000004e-08,7.22695
752,3.06232e-08,7.51395
751,1.86296e-07,6.7298
750,6.043470000000001e-08,7.21871
749,3.35998e-08,7.47366
748,3.23237e-08,7.49048
747,5.64367e-08,7.24844
746,9.109759999999999e-08,7.04049
745,4.4043499999999993e-08,7.35612
744,3.52768e-08,7.45251
743,5.49532e-08,7.26001
742,1.89668e-07,6.72201
741,7.78987e-09,8.10847
740,1.0605700000000001e-08,7.97446
739,2.0516699999999998e-08,7.68789
738,1.30752e-07,6.88355
737,1.05409e-08,7.97712
736,6.96582e-08,7.15703
735,1.2728300000000001e-08,7.89523
734,1.15378e-08,7.93788
733,1.30485e-07,6.88444
732,3.67605e-08,7.43462
731,2.8370800000000002e-08,7.54713
730,6.70153e-08,7.17383
729,6.55798e-09,8.18323
728,1.08252e-07,6.96556
727,3.76274e-08,7.4245
726,3.44824e-09,8.4624
725,4.88485e-08,7.31115
724,1.26773e-07,6.89697
723,4.82235e-09,8.31674
722,8.08256e-09,8.09245
721,1.80266e-08,7.74409
720,1.23551e-07,6.90815
719,3.65847e-08,7.4367
718,5.77693e-09,8.2383
717,1.79843e-08,7.74511
716,9.94986e-08,7.00218
715,2.6558099999999997e-08,7.5758
714,1.92568e-08,7.71542
713,3.71536e-09,8.43
712,1.08871e-07,6.96309
711,5.10737e-08,7.2918
710,5.646250000000001e-08,7.24824
709,2.73161e-08,7.56358
708,1.44513e-07,6.84009
707,2.22075e-08,7.6535
706,5.39259e-08,7.2682
705,6.92712e-08,7.15945
704,4.506729999999999e-09,8.34614
703,4.2600699999999996e-08,7.37058
702,6.844739999999999e-10,9.16464
701,6.31825e-08,7.1994
700,5.46033e-09,8.26278
699,4.18295e-09,8.37852
698,2.0884300000000003e-08,7.68018
697,1.01202e-07,6.99481
696,5.24727e-08,7.28007
695,1.75705e-08,7.75522
694,9.167539999999999e-08,7.03775
693,2.58629e-08,7.58732
692,6.58969e-08,7.18113
691,7.660649999999999e-08,7.11573
690,4.3277299999999994e-08,7.36374
689,4.2499800000000006e-08,7.37161
688,1.89597e-07,6.72217
687,1.54428e-08,7.81127
686,2.9380200000000003e-08,7.53194
685,2.59567e-08,7.58575
684,1.09562e-07,6.96034
683,7.58478e-08,7.12006
682,3.7365e-09,8.42753
681,4.76679e-08,7.32177
680,5.3164100000000004e-08,7.27438
679,6.09998e-08,7.21467
678,1.2732e-07,6.8951
677,2.74236e-08,7.56187
676,2.90072e-08,7.53749
675,8.849799999999999e-09,8.05307
674,1.64952e-08,7.78264
673,3.83648e-11,10.41607
672,4.76481e-08,7.32195
671,2.85143e-08,7.54494
670,1.37613e-07,6.86134
669,8.303109999999999e-08,7.08076
668,2.89165e-08,7.53885
667,1.70421e-08,7.76848
666,2.05241e-09,8.68774
665,1.62952e-07,6.78794
664,1.0833400000000001e-07,6.96523
663,3.31659e-08,7.47931
662,5.4921399999999994e-08,7.26026
661,2.9117500000000002e-08,7.53585
660,4.4941199999999996e-08,7.34736
659,8.598330000000001e-08,7.06559
658,5.19158e-09,8.2847
657,3.8709200000000004e-08,7.41219
656,3.35948e-08,7.47373
655,2.68876e-08,7.57045
654,7.64435e-08,7.11666
653,9.22141e-08,7.0352
652,1.0833400000000001e-07,6.96523
651,4.5265599999999995e-08,7.34423
650,1.00064e-07,6.99972
649,1.00081e-07,6.99965
648,2.13592e-07,6.67041
647,3.38605e-07,6.47031
646,3.07046e-07,6.5128
645,3.77917e-07,6.4226
644,5.23537e-07,6.28105
643,4.5882e-07,6.33836
642,7.670429999999999e-07,6.11518
641,8.851910000000001e-07,6.05296
640,1.00142e-06,5.99938
639,1.12605e-06,5.94844
638,1.02725e-06,5.98833
637,1.01497e-06,5.99355
636,9.82771e-07,6.00755
635,1.00706e-06,5.99695
634,9.69845e-07,6.0133
633,8.55249e-07,6.06791
632,8.059610000000001e-07,6.09369
631,8.870459999999999e-07,6.05205
630,7.467910000000001e-07,6.1268
629,7.05469e-07,6.15152
628,6.99833e-07,6.15501
627,6.6189e-07,6.17921
626,6.736790000000001e-07,6.17155
625,6.9726e-07,6.15661
624,7.04048e-07,6.1524
623,6.14539e-07,6.21145
622,6.33187e-07,6.19847
621,6.650589999999999e-07,6.17714
620,6.66992e-07,6.17588
619,7.729189999999999e-07,6.11187
618,7.277050000000001e-07,6.13804
617,7.17619e-07,6.14411
616,7.96161e-07,6.099
615,9.136659999999999e-07,6.03921
614,8.22081e-07,6.08509
613,8.67982e-07,6.06149
612,7.90793e-07,6.10194
611,8.473820000000001e-07,6.07192
610,8.72496e-07,6.05924
609,8.97827e-07,6.04681
608,9.96492e-07,6.00153
607,9.93345e-07,6.0029
606,1.00429e-06,5.99814
605,1.13375e-06,5.94548
604,1.03503e-06,5.98505
603,1.15889e-06,5.93596
602,1.24966e-06,5.90321
601,1.1889e-06,5.92486
600,1.11857e-06,5.95134
599,1.24029e-06,5.90648
598,1.34462e-06,5.8714
597,1.30713e-06,5.88368
596,1.41407e-06,5.84953
595,1.33874e-06,5.8733
594,1.57757e-06,5.80201
593,1.58234e-06,5.8007
592,1.55826e-06,5.80736
591,1.6207099999999999e-06,5.79029
590,1.7888800000000002e-06,5.74742
589,1.63119e-06,5.7875
588,1.85978e-06,5.73054
587,1.9277e-06,5.71496
586,1.8019800000000002e-06,5.74425
585,2.06136e-06,5.68585
584,2.09363e-06,5.6791
583,1.89584e-06,5.7222
582,2.12599e-06,5.67244
581,2.2052e-06,5.65655
580,2.24036e-06,5.64968
579,2.42009e-06,5.61617
578,2.41737e-06,5.61666
577,2.35265e-06,5.62844
576,2.4362799999999997e-06,5.61327
575,2.4973200000000003e-06,5.60253
574,2.63478e-06,5.57926
573,2.64142e-06,5.57816
572,2.74891e-06,5.56084
571,2.79095e-06,5.55425
570,2.72968e-06,5.56389
569,2.8156299999999998e-06,5.55043
568,3.04412e-06,5.51654
567,2.88789e-06,5.53942
566,3.15516e-06,5.50098
565,3.05199e-06,5.51542
564,3.14769e-06,5.50201
563,3.22588e-06,5.49135
562,3.20281e-06,5.49447
561,3.2999100000000002e-06,5.4815
560,3.25623e-06,5.48729
559,3.31457e-06,5.47957
558,3.3773899999999998e-06,5.47142
557,3.4054199999999997e-06,5.46783
556,3.4184500000000003e-06,5.46617
555,3.5530799999999998e-06,5.4494
554,3.63669e-06,5.43929
553,3.71636e-06,5.42988
552,3.76098e-06,5.4247
551,3.86089e-06,5.41331
550,3.92511e-06,5.40615
549,4.22254e-06,5.37443
548,4.23721e-06,5.37292
547,4.38423e-06,5.35811
546,4.42837e-06,5.35376
545,4.65202e-06,5.33236
544,4.73919e-06,5.3243
543,4.79601e-06,5.31912
542,4.7704399999999995e-06,5.32144
541,4.67308e-06,5.3304
540,4.69312e-06,5.32854
539,4.47918e-06,5.3488
538,4.30112e-06,5.36642
537,4.19695e-06,5.37707
536,4.18627e-06,5.37817
535,4.0270600000000005e-06,5.39501
534,4.03886e-06,5.39374
533,3.97544e-06,5.40061
532,3.93585e-06,5.40496
531,3.9317e-06,5.40542
530,4.0000799999999995e-06,5.39793
529,3.9036e-06,5.40853
528,3.855500000000001e-06,5.41392
527,3.95301e-06,5.40307
526,3.89056e-06,5.40999
525,3.99138e-06,5.39888
524,3.97863e-06,5.40027
523,4.00039e-06,5.3979
522,4.06826e-06,5.39059
521,3.95792e-06,5.40253
520,4.00399e-06,5.39751
519,4.03513e-06,5.39414
518,4.00268e-06,5.39765
517,4.04285e-06,5.39331
516,4.08369e-06,5.38895
515,4.02399e-06,5.39534
514,4.15806e-06,5.38111
513,4.01332e-06,5.3965
512,4.18461e-06,5.37834
511,4.09364e-06,5.38789
510,4.12754e-06,5.38431
509,4.23133e-06,5.37352
508,4.20688e-06,5.37604
507,4.1377e-06,5.38324
506,4.15588e-06,5.38134
505,4.18969e-06,5.37782
504,4.2639e-06,5.37019
503,4.35376e-06,5.36114
502,4.2198700000000005e-06,5.3747
501,4.29872e-06,5.36666
500,4.42677e-06,5.35391
499,4.3377200000000005e-06,5.36274
498,4.4373e-06,5.35288
497,4.44434e-06,5.35219
496,4.36956e-06,5.35956
495,4.4872299999999996e-06,5.34802
494,4.60038e-06,5.33721
493,4.61356e-06,5.33596
492,4.56156e-06,5.34089
491,4.57268e-06,5.33983
490,4.756319999999999e-06,5.32273
489,4.77529e-06,5.321
488,4.90207e-06,5.30962
487,5.06687e-06,5.29526
486,5.12229e-06,5.29054
485,5.21781e-06,5.28251
484,5.4152400000000005e-06,5.26638
483,5.6825400000000005e-06,5.24546
482,5.62008e-06,5.25026
481,5.97118e-06,5.22394
480,6.0729e-06,5.2166
479,6.3121399999999995e-06,5.19982
478,6.61473e-06,5.17949
477,7.00323e-06,5.1547
476,7.149879999999999e-06,5.1457
475,7.77121e-06,5.10951
474,7.98495e-06,5.09773
473,8.55369e-06,5.06785
472,9.17492e-06,5.0374
471,9.91044e-06,5.00391
470,1.07e-05,4.96996
469,1.16e-05,4.93374
468,1.3e-05,4.88573
467,1.4599999999999999e-05,4.83589
466,1.64e-05,4.78406
465,1.92e-05,4.71759
464,2.2000000000000003e-05,4.65741
463,2.5699999999999998e-05,4.5899
462,3.06e-05,4.51449
461,3.67e-05,4.43571
460,4.4000000000000006e-05,4.35653
459,5.3400000000000004e-05,4.27216
458,6.53e-05,4.18535
457,8.04e-05,4.09498
456,9.85e-05,4.00674
455,0.0001223,3.91258
454,0.00015219999999999999,3.81768
453,0.0001917,3.7173
452,0.00024219999999999998,3.61591
451,0.0003082,3.51123
450,0.0003997,3.39827
449,0.0005271,3.27809
448,0.0007086000000000001,3.14957
447,0.0009783,3.00953
446,0.0013916,2.85649
445,0.0020469,2.68891
444,0.0031495,2.50175
443,0.005028599999999999,2.29855
442,0.0085138,2.06988
441,0.0154499,1.81107
440,0.0299228,1.524
439,0.061576000000000006,1.21059
438,0.1264664,0.89802
437,0.2316642,0.63514
436,0.3476652,0.45884
435,0.4249868,0.37162
434,0.4538494,0.34309
433,0.459603,0.33762
432,0.46309649999999997,0.33433
431,0.466524,0.33113
430,0.46574489999999996,0.33185
429,0.45633920000000006,0.34071
428,0.4223019,0.37438
427,0.34339,0.46421
426,0.2280839,0.64191
425,0.1219045,0.91398
424,0.056012599999999996,1.25171
423,0.0248059,1.60544
422,0.0116788,1.9326
421,0.0058721,2.23121
420,0.0031949,2.49554
419,0.0018348999999999998,2.73638
418,0.0011031,2.9574
417,0.0006919000000000001,3.15994
416,0.00045190000000000003,3.34496
415,0.0003038,3.51748
414,0.00021160000000000002,3.6744
413,0.0001515,3.81968
412,0.000111,3.95473
411,8.269999999999999e-05,4.0824
410,6.38e-05,4.19532
409,4.9699999999999995e-05,4.30351
408,3.9500000000000005e-05,4.40298
407,3.17e-05,4.49918
406,2.64e-05,4.57845
405,2.2499999999999998e-05,4.647
404,1.92e-05,4.71612
403,1.66e-05,4.78046
402,1.49e-05,4.82705
401,1.37e-05,4.86424
400,1.3e-05,4.88696
399,1.22e-05,4.91506
398,1.15e-05,4.93816
397,1.05e-05,4.97937
396,9.40271e-06,5.02675
395,7.645869999999999e-06,5.11657
394,6.57791e-06,5.18191
393,5.7016e-06,5.244
392,4.8744400000000005e-06,5.31207
391,4.7628500000000005e-06,5.32213
390,4.3415199999999996e-06,5.36236
389,4.2143699999999994e-06,5.37527
388,4.14817e-06,5.38214
387,3.95532e-06,5.40282
386,3.79748e-06,5.4205
385,3.98222e-06,5.39987
384,3.84315e-06,5.41531
383,3.87168e-06,5.4121
382,3.8383399999999996e-06,5.41586
381,3.7144e-06,5.43011
380,3.53499e-06,5.45161
379,3.4613e-06,5.46076
378,3.6132e-06,5.44211
377,3.52111e-06,5.45332
376,3.4031799999999997e-06,5.46812
375,3.38842e-06,5.47
374,3.1551700000000003e-06,5.50098
373,3.12745e-06,5.50481
372,3.26291e-06,5.48639
371,3.16479e-06,5.49966
370,3.16006e-06,5.5003
369,2.8284399999999997e-06,5.54845
368,2.9857199999999998e-06,5.52495
367,2.89096e-06,5.53896
366,2.82875e-06,5.5484
365,2.77359e-06,5.55696
364,2.68498e-06,5.57106
363,2.72623e-06,5.56444
362,2.38845e-06,5.62188
361,2.5322e-06,5.5965
360,2.41277e-06,5.61748
359,2.06476e-06,5.68513
358,2.23614e-06,5.6505
357,2.03977e-06,5.69042
356,2.10199e-06,5.67737
355,2.13596e-06,5.67041
354,1.83544e-06,5.73626
353,1.99881e-06,5.69923
352,1.6336599999999999e-06,5.78684
351,1.7919600000000001e-06,5.74667
350,1.6757799999999998e-06,5.77578
349,1.72704e-07,6.7627
348,1.71767e-06,5.76506
347,1.4496400000000001e-06,5.83874
346,1.4542099999999998e-06,5.83737
345,1.09259e-06,5.96154
344,1.06615e-06,5.97218
343,1.29002e-06,5.8894
342,8.600569999999999e-07,6.06547
341,1.2528800000000002e-06,5.90209
340,9.326340000000001e-07,6.03029
339,7.80968e-07,6.10737
338,8.96067e-07,6.04766
337,6.042219999999999e-07,6.2188
