λ,T,Reflectance
818,0.95383586885,0.043878916437409786
819,0.9508788299500001,0.04644442926187218
820,0.9482884598,0.049479095765206864
821,0.94524448395,0.05246991744573637
822,0.9421707153500001,0.05549822331739092
823,0.9387064742999999,0.05902406753050953
824,0.9355434418,0.06200666577809555
825,0.9321741867500001,0.06557264373992641
826,0.92889305115,0.06889784704616207
827,0.92592056275,0.07205829152807333
828,0.9219384766000001,0.07540021453484941
829,0.9186315155,0.07915459115618306
830,0.91537132265,0.08256401604093505
831,0.9116248703,0.08567074166688102
832,0.9086980819999999,0.08901331725641626
833,0.9053040695500001,0.09243117130579773
834,0.90211826325,0.0953937501348768
835,0.8986896515000001,0.09879354692672854
836,0.8955373764000001,0.1018902164460922
837,0.8927138518999999,0.10481752182094009
838,0.88966293335,0.10756720122041419
839,0.8865410995499999,0.11053575498747767
840,0.88424892425,0.11346624251772879
841,0.8815411377000001,0.11602507291378253
842,0.8790631103499998,0.1187279335263241
843,0.876483078,0.12062209224455714
844,0.87466953275,0.12325483847722211
845,0.8722640991,0.1254431675293188
846,0.87016204835,0.1273548128967711
847,0.8685180664000001,0.12944379144463247
848,0.8666101074,0.1310668526277116
849,0.8648042678499999,0.132635570577771
850,0.86328990935,0.13424068897272545
851,0.86187534335,0.13586334840388087
852,0.8604384612999999,0.1371689002456958
853,0.85946422575,0.13807946434034746
854,0.8582421875,0.13925037296517684
855,0.85721889495,0.14055969154203266
856,0.8564301681500001,0.14115976594122734
857,0.8556658935499999,0.14192266418254496
858,0.8549046326000002,0.14258853054378037
859,0.8543477631,0.14321267996605552
860,0.8539471435499999,0.14381248850123
861,0.85341529845,0.14419308527032662
862,0.8530032729999999,0.14443301200400283
863,0.8529453278,0.14478007080315208
864,0.8525549316499998,0.14496270007515047
865,0.85230121615,0.14530959304311508
866,0.8522041702499998,0.145492459228135
867,0.8518643570000001,0.14552976952898494
868,0.8517693328999999,0.1456623819644503
869,0.8517433929500001,0.1458235578745112
870,0.8514955139,0.14583885763976556
871,0.8515089798,0.14607763348945968
872,0.8513221741000001,0.1461533683275724
873,0.8511251068,0.14638294836753032
874,0.8510218047999999,0.14652196839987355
875,0.8508887482,0.14666463127245608
876,0.8505767822,0.14689058402419528
877,0.8501011276,0.1470714437486781
878,0.8500778198500001,0.1474473697578627
879,0.84944000245,0.14781305036906844
880,0.8490400696,0.14838205150017644
881,0.8485732269499999,0.14883829134489024
882,0.8478665161000001,0.14944946283719404
883,0.8472241210999999,0.15014647014056715
884,0.8465266418499999,0.1509307021535791
885,0.8456105804500001,0.15181238467271324
886,0.8445569229000001,0.1527248776686162
887,0.8436165237500001,0.153878019786252
888,0.8424628067000001,0.15502172613887638
889,0.8411576080500001,0.1562047683685531
890,0.8399616623,0.15744615619508187
891,0.83847740175,0.15879947165107397
892,0.83695648195,0.1604641565788599
893,0.8353143310499999,0.1620122518407608
894,0.83375492095,0.16362151413279025
895,0.83183887485,0.1654467964920358
896,0.83007732395,0.16717878481849865
897,0.8282866669000001,0.1690723750759905
898,0.8261741256499999,0.17109720273226486
899,0.8240501785500001,0.17319482472375167
900,0.82191207885,0.1753549951222756
901,0.8197283554500001,0.17752066830405724
902,0.8175340271,0.17976708054499124
903,0.81532165525,0.1819472003839357
904,0.8129622268500001,0.1842582507307862
905,0.8106412125,0.18663435046341142
906,0.8082488251000001,0.18903375711142054
907,0.805759964,0.19136189989468355
908,0.8034524918,0.19370404890469994
909,0.8009930038499999,0.19608275957886798
910,0.79864551545,0.19838988460618232
911,0.7961251068,0.20085519311386446
912,0.7937164688,0.20329662142677282
913,0.7913806915500001,0.20557565447602863
914,0.7890470504999999,0.20794909438301024
915,0.7867840194499999,0.21022315855037038
916,0.7845579147500001,0.21243945186462476
917,0.7823097992,0.2146672226805422
918,0.7800232315,0.2169016811136715
919,0.7779172515499999,0.21895421194853598
920,0.7759573746000001,0.22102178240251313
921,0.7739747238499999,0.22303769226267448
922,0.77215457915,0.22486548254340843
923,0.77033008575,0.22675636235184143
924,0.7684456252999999,0.22860288954581026
925,0.76657722475,0.23036123055706498
926,0.7649253464,0.2319304957372264
927,0.7634999466,0.2335193438109296
928,0.76194862365,0.23499964205187865
929,0.76043899535,0.23633096905314782
930,0.7591773223999999,0.23775075642446822
931,0.75780780795,0.23899873611345906
932,0.7566656112999999,0.24008889683155235
933,0.7555647278000001,0.24118158798394324
934,0.7544721984999999,0.24214074536126265
935,0.7535272598,0.24300631830890787
936,0.7525546646000001,0.2438194212941183
937,0.7516791916,0.24460095278351215
938,0.7507810592499999,0.24522315911112982
939,0.7501836395500001,0.24578605696200942
940,0.7494435882499999,0.24624016721475905
941,0.7490007782000001,0.24668284728648282
942,0.7485321426499999,0.2470052356350189
943,0.7481303787499999,0.24725889647981858
944,0.7478623199000001,0.24751885692233747
945,0.7477730941999999,0.24766545218756073
946,0.7476329040499999,0.247737131714482
947,0.74766334535,0.24780581729911724
948,0.7477284621999999,0.2477934302143836
949,0.7478823471,0.2477801435611892
950,0.7481575775499999,0.24767065216748466
951,0.7484011459,0.2475111232889638
952,0.74863010405,0.24732669085813502
953,0.74895980835,0.24707589217294154
954,0.74930187225,0.24681471332043994
955,0.7496557998500001,0.24644870259375376
956,0.7500932312,0.24613598319743787
957,0.7504531478500001,0.24573174029958944
958,0.7508877563499999,0.24534746858600756
959,0.75129329685,0.2449843914787632
960,0.7517460251,0.24456870903809824
961,0.7522497176999999,0.2441126468556448
962,0.7527167129500001,0.24369293642127451
963,0.7531145859,0.2432348670813424
964,0.7535520935,0.24282632471289758
965,0.7539884186000001,0.24243236166408733
966,0.7545104980499999,0.2420285393387928
967,0.7549010086,0.24164324700494585
968,0.7552610779,0.241283157785341
969,0.7556644058,0.2409827803582616
970,0.75609043125,0.2406288821376641
971,0.7562639235999999,0.24032198465670074
972,0.7565166091500001,0.24009587314668543
973,0.7567924499500001,0.23986326752832998
974,0.7569341659500001,0.23971077241280725
975,0.7570274352999999,0.2395849539372282
976,0.7571025467,0.2395125271890369
977,0.75708889005,0.23948529780025946
978,0.75705112455,0.23952553472380372
979,0.75694747925,0.2395958917330503
980,0.7568329620500001,0.23973551285942007
981,0.75662166595,0.2399699630597241
982,0.7564094162,0.24019824233760423
983,0.75606578825,0.24050147518873546
984,0.75569263455,0.24088117685690874
985,0.7552327728,0.24133750217663102
986,0.75470581055,0.24184369391744437
987,0.7541815185999999,0.24245168933327574
988,0.7535506820500001,0.24312104850683938
