,counts,error_counts,power,error_power
0,15348186.8,6600342.049605272,2.0549352424098093e-05,6.069808029453015e-06
1,922618379.0,2324415.3686755537,0.0004887236005413963,9.331338189341691e-07
2,4149646214.7,9173837.638687264,0.002124271198657441,3.4545448924959047e-06
3,8657134996.6,19768686.60075469,0.00442113530498858,8.616594968128221e-06
4,12886247068.7,16694120.777310936,0.006606969162733942,7.363292561308113e-06
