,counts,error_counts,power,error_power
0,9218087.1,154294.02090053767,1.8572019749069514e-05,1.5594372303406797e-07
1,443285904.5,1508598.6202593783,0.000497061409101329,7.946590310125818e-07
2,1988633006.2,3754710.3389736647,0.0021492823506819,2.388464505989239e-06
3,4205285932.7,8542136.942482276,0.004477911907063153,7.882699868537888e-06
4,6284392647.3,14130704.730930073,0.006688103106076778,9.505596276920415e-06
