,counts,error_counts,power,error_power
0,18020000.0,1165046.4940650794,2.0659858865918896e-05,5.657875349941168e-07
1,1185890000.0,1989109.2367076161,0.0005182847181223546,1.0296413916475401e-06
2,5518900000.0,8602712.750444867,0.002233199020193672,2.2008019416899324e-06
3,11556320000.0,14952056.714713197,0.0046414043707461005,6.763500153162699e-06
4,17204640000.0,25455416.36316763,0.006889411589327228,5.04255897413769e-06
